TransactionID,CustomerName,TextileType,Category,Region,SalespersonName,OrderDate,Quantity,PricePerUnit,TotalAmount,PaymentMethod
500,XYZ Apparel,Silk Fabric,Blended Fabrics,Asia,John Doe,9/10/2024,292,27.05,7898.6,PayPal
501,XYZ Apparel,Silk Fabric,Blended Fabrics,North America,John Doe,9/18/2024,850,12.2,10370,Cash
502,ABC Textiles,Denim,Natural Fibers,North America,Jane Smith,9/20/2024,124,16.08,1993.92,Bank Transfer
503,XYZ Apparel,Cotton Fabric,Natural Fibers,Europe,Jane Smith,8/26/2024,679,9.79,6647.41,Bank Transfer
504,XYZ Apparel,Denim,Natural Fibers,Asia,John Doe,9/4/2024,176,7.44,1309.44,Bank Transfer
505,ABC Textiles,Woolen Fabric,Natural Fibers,Europe,Jane Smith,9/22/2024,172,12.56,2160.32,Bank Transfer
506,ABC Textiles,Silk Fabric,Blended Fabrics,North America,John Doe,9/6/2024,710,13.68,9712.8,Credit Card
507,ABC Textiles,Silk Fabric,Blended Fabrics,Europe,Mike Johnson,9/19/2024,194,27.99,5430.06,Credit Card
508,ABC Textiles,Denim,Blended Fabrics,North America,Mike Johnson,8/26/2024,672,26.27,17653.44,Credit Card
509,XYZ Apparel,Cotton Fabric,Blended Fabrics,Europe,John Doe,8/31/2024,967,8.54,8258.18,Credit Card
510,XYZ Apparel,Woolen Fabric,Natural Fibers,Asia,Jane Smith,9/4/2024,765,18.21,13930.65,Cash
511,XYZ Apparel,Silk Fabric,Blended Fabrics,Europe,John Doe,8/25/2024,307,14.03,4307.21,Bank Transfer
512,XYZ Apparel,Woolen Fabric,Blended Fabrics,Asia,Mike Johnson,9/6/2024,830,20.22,16782.6,PayPal
513,ABC Textiles,Cotton Fabric,Natural Fibers,North America,Mike Johnson,9/14/2024,414,15.14,6267.96,Bank Transfer
514,ABC Textiles,Cotton Fabric,Natural Fibers,Asia,Mike Johnson,9/2/2024,857,19.25,16497.25,Bank Transfer
515,XYZ Apparel,Silk Fabric,Blended Fabrics,Europe,John Doe,9/2/2024,613,19.09,11702.17,PayPal
516,XYZ Apparel,Woolen Fabric,Blended Fabrics,North America,John Doe,9/10/2024,304,25.33,7700.32,Credit Card
517,ABC Textiles,Cotton Fabric,Natural Fibers,Europe,Mike Johnson,9/4/2024,470,12.37,5813.9,PayPal
518,ABC Textiles,Silk Fabric,Natural Fibers,Europe,Jane Smith,8/25/2024,123,26.87,3305.01,Credit Card
519,ABC Textiles,Cotton Fabric,Blended Fabrics,North America,Jane Smith,9/14/2024,745,18.55,13819.75,Bank Transfer
520,ABC Textiles,Denim,Natural Fibers,Asia,Mike Johnson,9/22/2024,432,8.83,3814.56,Credit Card
521,XYZ Apparel,Woolen Fabric,Blended Fabrics,North America,John Doe,9/11/2024,336,26.16,8789.76,Credit Card
522,XYZ Apparel,Silk Fabric,Blended Fabrics,Asia,Mike Johnson,8/30/2024,520,13.33,6931.6,Bank Transfer
523,ABC Textiles,Cotton Fabric,Blended Fabrics,Europe,Mike Johnson,9/3/2024,927,26.69,24741.63,Credit Card
524,XYZ Apparel,Woolen Fabric,Blended Fabrics,North America,John Doe,9/12/2024,840,25.09,21075.6,PayPal
525,XYZ Apparel,Silk Fabric,Natural Fibers,Asia,Jane Smith,9/16/2024,694,11.12,7717.28,Bank Transfer
526,XYZ Apparel,Cotton Fabric,Blended Fabrics,North America,Jane Smith,8/26/2024,368,23.87,8784.16,Bank Transfer
527,XYZ Apparel,Woolen Fabric,Blended Fabrics,Asia,Jane Smith,9/6/2024,914,27.65,25272.1,PayPal
528,ABC Textiles,Silk Fabric,Blended Fabrics,North America,John Doe,9/21/2024,288,9.92,2856.96,Bank Transfer
529,XYZ Apparel,Cotton Fabric,Blended Fabrics,North America,John Doe,9/18/2024,970,18.43,17877.1,Credit Card
530,XYZ Apparel,Silk Fabric,Blended Fabrics,North America,Mike Johnson,8/27/2024,238,25.8,6140.4,PayPal
531,ABC Textiles,Cotton Fabric,Blended Fabrics,North America,Mike Johnson,8/29/2024,403,11.79,4751.37,PayPal
532,XYZ Apparel,Cotton Fabric,Natural Fibers,Europe,Jane Smith,8/28/2024,351,7.66,2688.66,PayPal
533,XYZ Apparel,Denim,Blended Fabrics,Europe,Mike Johnson,8/24/2024,679,28.82,19568.78,Credit Card
534,ABC Textiles,Cotton Fabric,Natural Fibers,North America,Mike Johnson,9/4/2024,907,18.28,16579.96,PayPal
535,XYZ Apparel,Woolen Fabric,Blended Fabrics,Europe,John Doe,9/21/2024,353,27.41,9675.73,Bank Transfer
536,XYZ Apparel,Cotton Fabric,Blended Fabrics,Europe,Jane Smith,9/4/2024,196,20.3,3978.8,Credit Card
537,ABC Textiles,Silk Fabric,Natural Fibers,Asia,John Doe,9/6/2024,848,24.89,21106.72,Cash
538,ABC Textiles,Silk Fabric,Natural Fibers,Europe,Mike Johnson,9/13/2024,654,18.81,12301.74,Cash
539,ABC Textiles,Denim,Natural Fibers,Europe,John Doe,9/3/2024,860,24.35,20941,Credit Card
540,XYZ Apparel,Woolen Fabric,Blended Fabrics,North America,Mike Johnson,9/9/2024,784,18.87,14794.08,Credit Card
541,XYZ Apparel,Silk Fabric,Natural Fibers,Asia,Mike Johnson,9/13/2024,567,22.57,12797.19,Bank Transfer
542,XYZ Apparel,Woolen Fabric,Natural Fibers,Asia,Jane Smith,9/18/2024,144,16.28,2344.32,PayPal
543,ABC Textiles,Cotton Fabric,Natural Fibers,Asia,Jane Smith,8/24/2024,634,7.76,4919.84,Bank Transfer
544,XYZ Apparel,Silk Fabric,Blended Fabrics,Asia,Jane Smith,9/17/2024,785,26.47,20778.95,Bank Transfer
545,XYZ Apparel,Cotton Fabric,Natural Fibers,North America,Mike Johnson,9/8/2024,634,23.46,14873.64,PayPal
546,ABC Textiles,Silk Fabric,Blended Fabrics,Asia,Jane Smith,8/27/2024,994,27.08,26917.52,PayPal
547,XYZ Apparel,Denim,Natural Fibers,North America,Jane Smith,9/1/2024,425,12.51,5316.75,PayPal
548,ABC Textiles,Cotton Fabric,Blended Fabrics,Europe,Mike Johnson,9/6/2024,463,23.7,10973.1,Credit Card
549,XYZ Apparel,Silk Fabric,Blended Fabrics,North America,John Doe,9/3/2024,309,18.84,5821.56,Cash
550,ABC Textiles,Silk Fabric,Natural Fibers,North America,Jane Smith,8/24/2024,204,25.48,5197.92,PayPal
551,ABC Textiles,Cotton Fabric,Natural Fibers,Europe,Jane Smith,9/1/2024,316,17.25,5451,Credit Card
552,XYZ Apparel,Silk Fabric,Natural Fibers,Asia,Jane Smith,9/11/2024,939,25.09,23559.51,Credit Card
553,ABC Textiles,Denim,Natural Fibers,Asia,John Doe,9/22/2024,824,16.48,13579.52,PayPal
554,XYZ Apparel,Denim,Natural Fibers,Asia,John Doe,9/9/2024,309,6.62,2045.58,Credit Card
555,XYZ Apparel,Silk Fabric,Natural Fibers,Asia,John Doe,9/1/2024,914,12.44,11370.16,Bank Transfer
556,ABC Textiles,Silk Fabric,Natural Fibers,Europe,Jane Smith,9/9/2024,770,5.58,4296.6,Cash
557,ABC Textiles,Woolen Fabric,Blended Fabrics,North America,Jane Smith,8/30/2024,595,29.97,17832.15,Bank Transfer
558,ABC Textiles,Cotton Fabric,Blended Fabrics,Europe,Jane Smith,8/25/2024,315,5.67,1786.05,Bank Transfer
559,ABC Textiles,Silk Fabric,Natural Fibers,Europe,John Doe,9/18/2024,656,6.92,4539.52,Credit Card
560,ABC Textiles,Cotton Fabric,Blended Fabrics,Asia,Jane Smith,9/4/2024,539,26.2,14121.8,Credit Card
561,XYZ Apparel,Silk Fabric,Natural Fibers,North America,Mike Johnson,9/15/2024,397,5.8,2302.6,Bank Transfer
562,XYZ Apparel,Silk Fabric,Blended Fabrics,Asia,John Doe,9/17/2024,724,9.65,6986.6,Bank Transfer
563,XYZ Apparel,Silk Fabric,Blended Fabrics,Europe,Mike Johnson,9/5/2024,221,28.03,6194.63,PayPal
564,XYZ Apparel,Cotton Fabric,Blended Fabrics,Asia,Mike Johnson,9/11/2024,420,17.26,7249.2,PayPal
565,XYZ Apparel,Denim,Blended Fabrics,Europe,John Doe,9/21/2024,645,27.7,17866.5,Bank Transfer
566,XYZ Apparel,Woolen Fabric,Natural Fibers,Europe,John Doe,9/2/2024,932,24.91,23216.12,PayPal
567,ABC Textiles,Denim,Blended Fabrics,North America,Jane Smith,9/22/2024,247,26.62,6575.14,Cash
568,ABC Textiles,Woolen Fabric,Blended Fabrics,Europe,John Doe,8/28/2024,921,12.16,11199.36,Bank Transfer
569,XYZ Apparel,Denim,Natural Fibers,Europe,Jane Smith,9/2/2024,201,5.35,1075.35,Credit Card
570,XYZ Apparel,Denim,Blended Fabrics,North America,Mike Johnson,9/21/2024,667,20.8,13873.6,PayPal
571,XYZ Apparel,Denim,Blended Fabrics,Europe,Mike Johnson,9/15/2024,939,9.56,8976.84,Bank Transfer
572,XYZ Apparel,Cotton Fabric,Blended Fabrics,Europe,Jane Smith,9/2/2024,706,27.3,19273.8,PayPal
573,XYZ Apparel,Cotton Fabric,Natural Fibers,Asia,Jane Smith,9/6/2024,740,13.73,10160.2,Bank Transfer
574,XYZ Apparel,Woolen Fabric,Natural Fibers,Asia,Mike Johnson,9/13/2024,504,19.52,9838.08,PayPal
575,ABC Textiles,Cotton Fabric,Blended Fabrics,Europe,John Doe,9/18/2024,871,17.94,15625.74,Credit Card
576,ABC Textiles,Cotton Fabric,Blended Fabrics,Asia,John Doe,8/27/2024,122,27.33,3334.26,Bank Transfer
577,ABC Textiles,Woolen Fabric,Natural Fibers,Asia,Jane Smith,8/30/2024,287,12.68,3639.16,Bank Transfer
578,XYZ Apparel,Woolen Fabric,Blended Fabrics,Asia,Mike Johnson,9/1/2024,910,24.59,22376.9,Bank Transfer
579,ABC Textiles,Woolen Fabric,Blended Fabrics,Europe,Mike Johnson,9/13/2024,882,23.83,21018.06,Credit Card
580,XYZ Apparel,Denim,Natural Fibers,North America,John Doe,9/22/2024,122,7.13,869.86,Bank Transfer
581,ABC Textiles,Denim,Natural Fibers,Europe,Mike Johnson,9/1/2024,312,9.91,3091.92,Credit Card
582,XYZ Apparel,Silk Fabric,Natural Fibers,North America,John Doe,9/3/2024,788,7.23,5697.24,Credit Card
583,ABC Textiles,Cotton Fabric,Natural Fibers,Europe,John Doe,9/5/2024,251,15,3765,Bank Transfer
584,XYZ Apparel,Woolen Fabric,Natural Fibers,North America,Jane Smith,9/2/2024,748,18.31,13695.88,Credit Card
585,ABC Textiles,Silk Fabric,Blended Fabrics,Asia,Jane Smith,8/30/2024,763,17.48,13337.24,Bank Transfer
586,XYZ Apparel,Cotton Fabric,Natural Fibers,Europe,John Doe,9/7/2024,298,6.72,2002.56,Credit Card
587,XYZ Apparel,Cotton Fabric,Natural Fibers,North America,John Doe,9/18/2024,609,25.17,15328.53,Credit Card
588,XYZ Apparel,Silk Fabric,Blended Fabrics,Asia,John Doe,9/9/2024,123,9.83,1209.09,Bank Transfer
589,ABC Textiles,Silk Fabric,Blended Fabrics,Asia,Mike Johnson,9/19/2024,365,27.16,9913.4,Cash
590,ABC Textiles,Cotton Fabric,Blended Fabrics,Europe,Jane Smith,8/24/2024,442,28.47,12583.74,PayPal
591,XYZ Apparel,Cotton Fabric,Natural Fibers,North America,John Doe,9/13/2024,421,23.4,9851.4,PayPal
592,ABC Textiles,Woolen Fabric,Blended Fabrics,Asia,Mike Johnson,9/14/2024,802,21.89,17555.78,PayPal
593,ABC Textiles,Denim,Blended Fabrics,Asia,Jane Smith,8/30/2024,285,5.33,1519.05,Bank Transfer
594,ABC Textiles,Denim,Blended Fabrics,Europe,John Doe,9/8/2024,328,24.21,7940.88,Bank Transfer
595,ABC Textiles,Cotton Fabric,Natural Fibers,Europe,Mike Johnson,8/26/2024,626,22.91,14341.66,Bank Transfer
596,ABC Textiles,Cotton Fabric,Natural Fibers,North America,Jane Smith,9/20/2024,640,25.5,16320,Bank Transfer
597,XYZ Apparel,Silk Fabric,Blended Fabrics,North America,Jane Smith,9/7/2024,434,20.49,8892.66,Bank Transfer
598,ABC Textiles,Silk Fabric,Blended Fabrics,Asia,Mike Johnson,8/26/2024,497,25.75,12797.75,Credit Card
599,ABC Textiles,Woolen Fabric,Natural Fibers,Asia,Mike Johnson,9/21/2024,314,23.15,7269.1,PayPal
600,ABC Textiles,Woolen Fabric,Blended Fabrics,North America,Jane Smith,9/18/2024,940,19.9,18706,Cash
601,XYZ Apparel,Cotton Fabric,Natural Fibers,Europe,Mike Johnson,9/2/2024,681,19.26,13116.06,Credit Card
602,ABC Textiles,Woolen Fabric,Blended Fabrics,Europe,Mike Johnson,9/7/2024,290,29.41,8528.9,Bank Transfer
603,ABC Textiles,Woolen Fabric,Blended Fabrics,Asia,Jane Smith,9/4/2024,257,15.42,3962.94,Cash
604,XYZ Apparel,Denim,Natural Fibers,Asia,John Doe,8/30/2024,244,18.03,4399.32,PayPal
605,XYZ Apparel,Cotton Fabric,Natural Fibers,Asia,Mike Johnson,9/6/2024,931,23.18,21580.58,Credit Card
606,XYZ Apparel,Silk Fabric,Blended Fabrics,Europe,Mike Johnson,8/31/2024,485,23.23,11266.55,Bank Transfer
607,XYZ Apparel,Denim,Natural Fibers,North America,Jane Smith,9/9/2024,945,28.61,27036.45,Cash
608,XYZ Apparel,Cotton Fabric,Natural Fibers,North America,Mike Johnson,9/22/2024,699,7.51,5249.49,Cash
609,ABC Textiles,Denim,Natural Fibers,Europe,Jane Smith,9/11/2024,567,10.72,6078.24,PayPal
610,ABC Textiles,Silk Fabric,Natural Fibers,North America,Mike Johnson,9/18/2024,465,24.66,11466.9,PayPal
611,ABC Textiles,Denim,Natural Fibers,Asia,John Doe,9/11/2024,863,23.07,19909.41,Bank Transfer
612,ABC Textiles,Silk Fabric,Blended Fabrics,Asia,Jane Smith,9/14/2024,471,19.32,9099.72,Cash
613,ABC Textiles,Woolen Fabric,Natural Fibers,Asia,Jane Smith,9/9/2024,221,29.52,6523.92,Cash
614,ABC Textiles,Woolen Fabric,Natural Fibers,Asia,Mike Johnson,8/25/2024,652,11.92,7771.84,Credit Card
615,XYZ Apparel,Cotton Fabric,Natural Fibers,North America,Mike Johnson,8/29/2024,537,25.61,13752.57,PayPal
616,ABC Textiles,Cotton Fabric,Natural Fibers,Asia,Mike Johnson,8/27/2024,881,28.06,24720.86,Bank Transfer
617,XYZ Apparel,Silk Fabric,Natural Fibers,Asia,Mike Johnson,8/24/2024,288,17.89,5152.32,Bank Transfer
618,XYZ Apparel,Denim,Blended Fabrics,Asia,Jane Smith,8/24/2024,773,17.28,13357.44,Cash
619,ABC Textiles,Cotton Fabric,Natural Fibers,North America,Mike Johnson,8/31/2024,773,10.93,8448.89,PayPal
620,XYZ Apparel,Cotton Fabric,Natural Fibers,Europe,Jane Smith,9/8/2024,108,26.16,2825.28,PayPal
621,XYZ Apparel,Denim,Blended Fabrics,Europe,Jane Smith,9/11/2024,727,14.14,10279.78,Bank Transfer
622,ABC Textiles,Denim,Blended Fabrics,North America,Mike Johnson,9/6/2024,672,19.31,12976.32,PayPal
623,XYZ Apparel,Cotton Fabric,Natural Fibers,North America,Mike Johnson,9/18/2024,406,28.81,11696.86,Bank Transfer
624,XYZ Apparel,Woolen Fabric,Blended Fabrics,Asia,Jane Smith,9/9/2024,939,20.8,19531.2,Cash
625,ABC Textiles,Silk Fabric,Blended Fabrics,Europe,Mike Johnson,9/8/2024,252,10.22,2575.44,PayPal
626,ABC Textiles,Denim,Blended Fabrics,North America,Mike Johnson,9/12/2024,471,24.58,11577.18,Credit Card
627,XYZ Apparel,Cotton Fabric,Natural Fibers,Asia,Mike Johnson,8/24/2024,842,29.01,24426.42,Bank Transfer
628,ABC Textiles,Woolen Fabric,Natural Fibers,Asia,Jane Smith,9/6/2024,575,22.94,13190.5,Bank Transfer
629,XYZ Apparel,Denim,Blended Fabrics,North America,John Doe,9/1/2024,380,15.97,6068.6,Cash
630,XYZ Apparel,Silk Fabric,Blended Fabrics,Asia,John Doe,9/1/2024,206,7.33,1509.98,Bank Transfer
631,ABC Textiles,Denim,Natural Fibers,Asia,Mike Johnson,9/17/2024,447,13.38,5980.86,Bank Transfer
632,ABC Textiles,Silk Fabric,Natural Fibers,North America,Jane Smith,8/26/2024,886,9.06,8027.16,PayPal
633,ABC Textiles,Woolen Fabric,Blended Fabrics,Europe,Jane Smith,9/6/2024,104,17.54,1824.16,PayPal
634,ABC Textiles,Cotton Fabric,Natural Fibers,North America,Mike Johnson,9/6/2024,331,25.35,8390.85,Bank Transfer
635,XYZ Apparel,Cotton Fabric,Blended Fabrics,North America,Mike Johnson,9/2/2024,290,17.13,4967.7,PayPal
636,XYZ Apparel,Woolen Fabric,Natural Fibers,Asia,John Doe,9/17/2024,807,8.32,6714.24,Bank Transfer
637,XYZ Apparel,Silk Fabric,Blended Fabrics,Europe,Jane Smith,9/6/2024,317,7.18,2276.06,Credit Card
638,XYZ Apparel,Cotton Fabric,Blended Fabrics,Europe,Mike Johnson,9/1/2024,439,14.9,6541.1,Bank Transfer
639,ABC Textiles,Denim,Natural Fibers,North America,Mike Johnson,9/1/2024,508,8.07,4099.56,Cash
640,XYZ Apparel,Woolen Fabric,Natural Fibers,Asia,Jane Smith,8/26/2024,566,13.15,7442.9,Cash
641,XYZ Apparel,Woolen Fabric,Natural Fibers,Europe,John Doe,9/3/2024,816,9.96,8127.36,PayPal
642,XYZ Apparel,Silk Fabric,Natural Fibers,North America,John Doe,9/19/2024,653,21.09,13771.77,Credit Card
643,ABC Textiles,Cotton Fabric,Natural Fibers,Europe,Jane Smith,9/9/2024,176,22.65,3986.4,Credit Card
644,ABC Textiles,Cotton Fabric,Blended Fabrics,Asia,Jane Smith,8/27/2024,495,27.7,13711.5,Cash
645,XYZ Apparel,Silk Fabric,Natural Fibers,Asia,Mike Johnson,9/4/2024,644,15.44,9943.36,Credit Card
646,ABC Textiles,Silk Fabric,Natural Fibers,Asia,Jane Smith,9/10/2024,881,16.26,14325.06,Credit Card
647,ABC Textiles,Silk Fabric,Blended Fabrics,North America,Mike Johnson,8/26/2024,764,27.85,21277.4,Credit Card
648,ABC Textiles,Cotton Fabric,Natural Fibers,Europe,John Doe,9/21/2024,645,7.88,5082.6,Bank Transfer
649,ABC Textiles,Silk Fabric,Blended Fabrics,Asia,Mike Johnson,9/12/2024,361,18.49,6674.89,Cash
650,ABC Textiles,Silk Fabric,Natural Fibers,Asia,Jane Smith,8/28/2024,190,22.6,4294,Credit Card
651,ABC Textiles,Woolen Fabric,Blended Fabrics,Asia,Mike Johnson,9/16/2024,532,21.23,11294.36,Credit Card
652,XYZ Apparel,Woolen Fabric,Natural Fibers,North America,Jane Smith,8/31/2024,123,7.21,886.83,PayPal
653,ABC Textiles,Silk Fabric,Blended Fabrics,Europe,Mike Johnson,8/26/2024,657,26.6,17476.2,Bank Transfer
654,ABC Textiles,Woolen Fabric,Blended Fabrics,Europe,Jane Smith,9/10/2024,793,5.18,4107.74,Bank Transfer
655,ABC Textiles,Denim,Blended Fabrics,Asia,John Doe,9/2/2024,110,24.07,2647.7,Bank Transfer
656,XYZ Apparel,Cotton Fabric,Natural Fibers,North America,John Doe,9/21/2024,976,10.58,10326.08,Bank Transfer
657,ABC Textiles,Cotton Fabric,Blended Fabrics,Europe,John Doe,9/1/2024,356,23.74,8451.44,PayPal
658,ABC Textiles,Silk Fabric,Blended Fabrics,North America,Jane Smith,8/25/2024,919,23.91,21973.29,Bank Transfer
659,ABC Textiles,Silk Fabric,Blended Fabrics,North America,Jane Smith,9/6/2024,948,15.18,14390.64,PayPal
660,ABC Textiles,Silk Fabric,Natural Fibers,Asia,Mike Johnson,8/28/2024,608,6.25,3800,Bank Transfer
661,ABC Textiles,Woolen Fabric,Natural Fibers,Europe,Mike Johnson,9/19/2024,171,19.13,3271.23,PayPal
662,XYZ Apparel,Cotton Fabric,Natural Fibers,Europe,Mike Johnson,8/30/2024,624,6.81,4249.44,PayPal
663,ABC Textiles,Denim,Natural Fibers,North America,John Doe,8/24/2024,288,13.66,3934.08,Bank Transfer
664,ABC Textiles,Denim,Natural Fibers,Asia,Jane Smith,8/26/2024,920,11.19,10294.8,PayPal
665,XYZ Apparel,Silk Fabric,Blended Fabrics,North America,Jane Smith,8/29/2024,146,9.48,1384.08,PayPal
666,XYZ Apparel,Woolen Fabric,Blended Fabrics,North America,Mike Johnson,9/2/2024,215,7.74,1664.1,Cash
667,ABC Textiles,Silk Fabric,Blended Fabrics,Asia,John Doe,8/25/2024,589,24.4,14371.6,Bank Transfer
668,ABC Textiles,Woolen Fabric,Blended Fabrics,Asia,John Doe,9/22/2024,807,29.21,23572.47,PayPal
669,ABC Textiles,Woolen Fabric,Natural Fibers,North America,John Doe,8/25/2024,621,14.72,9141.12,Credit Card
670,XYZ Apparel,Denim,Blended Fabrics,Asia,Mike Johnson,8/25/2024,428,16.62,7113.36,PayPal
671,ABC Textiles,Denim,Natural Fibers,Europe,Mike Johnson,9/21/2024,777,19.33,15019.41,Bank Transfer
672,XYZ Apparel,Woolen Fabric,Blended Fabrics,North America,Mike Johnson,9/7/2024,426,9.36,3987.36,PayPal
673,ABC Textiles,Denim,Natural Fibers,Asia,Jane Smith,8/28/2024,992,9.92,9840.64,Cash
674,ABC Textiles,Cotton Fabric,Natural Fibers,North America,Mike Johnson,9/15/2024,346,29.87,10335.02,Bank Transfer
675,XYZ Apparel,Silk Fabric,Natural Fibers,Asia,Jane Smith,9/16/2024,497,28.22,14025.34,Cash
676,ABC Textiles,Silk Fabric,Natural Fibers,North America,John Doe,9/14/2024,483,5.48,2646.84,Credit Card
677,ABC Textiles,Cotton Fabric,Natural Fibers,Asia,Mike Johnson,9/4/2024,823,6.48,5333.04,Credit Card
678,ABC Textiles,Woolen Fabric,Natural Fibers,Europe,Mike Johnson,9/15/2024,501,22.75,11397.75,Credit Card
679,XYZ Apparel,Denim,Natural Fibers,North America,Mike Johnson,9/10/2024,546,12.32,6726.72,Bank Transfer
680,ABC Textiles,Silk Fabric,Blended Fabrics,North America,John Doe,8/31/2024,505,17.51,8842.55,PayPal
681,XYZ Apparel,Cotton Fabric,Natural Fibers,North America,John Doe,8/27/2024,930,21.47,19967.1,Cash
682,XYZ Apparel,Silk Fabric,Natural Fibers,Asia,John Doe,9/21/2024,374,18.49,6915.26,Cash
683,ABC Textiles,Silk Fabric,Natural Fibers,Europe,Jane Smith,9/9/2024,762,10.53,8023.86,Cash
684,ABC Textiles,Woolen Fabric,Natural Fibers,Europe,Mike Johnson,8/24/2024,239,28.03,6699.17,Bank Transfer
685,ABC Textiles,Denim,Natural Fibers,North America,Mike Johnson,9/10/2024,353,22.7,8013.1,Bank Transfer
686,XYZ Apparel,Woolen Fabric,Blended Fabrics,Asia,Mike Johnson,9/8/2024,127,8.37,1062.99,Bank Transfer
687,ABC Textiles,Silk Fabric,Natural Fibers,Europe,Jane Smith,8/25/2024,421,6.69,2816.49,PayPal
688,XYZ Apparel,Woolen Fabric,Natural Fibers,Asia,Mike Johnson,9/14/2024,324,25.68,8320.32,Bank Transfer
689,ABC Textiles,Cotton Fabric,Natural Fibers,Europe,Mike Johnson,9/8/2024,176,16.38,2882.88,Credit Card
690,ABC Textiles,Cotton Fabric,Blended Fabrics,Europe,Jane Smith,9/18/2024,666,22.21,14791.86,Credit Card
691,ABC Textiles,Cotton Fabric,Blended Fabrics,Europe,Jane Smith,9/2/2024,776,28.59,22185.84,PayPal
692,XYZ Apparel,Silk Fabric,Natural Fibers,Europe,Mike Johnson,9/20/2024,503,13.43,6755.29,Bank Transfer
693,ABC Textiles,Denim,Natural Fibers,Asia,John Doe,9/6/2024,145,13.7,1986.5,Credit Card
694,XYZ Apparel,Cotton Fabric,Natural Fibers,Asia,Mike Johnson,9/20/2024,529,8.57,4533.53,Bank Transfer
695,XYZ Apparel,Woolen Fabric,Blended Fabrics,Europe,John Doe,9/2/2024,897,18.6,16684.2,Cash
696,ABC Textiles,Woolen Fabric,Natural Fibers,North America,Jane Smith,8/30/2024,141,9.59,1352.19,PayPal
697,XYZ Apparel,Cotton Fabric,Natural Fibers,North America,Jane Smith,8/27/2024,689,17.62,12140.18,PayPal
698,ABC Textiles,Cotton Fabric,Blended Fabrics,Europe,Jane Smith,8/24/2024,495,16.1,7969.5,Credit Card
699,ABC Textiles,Silk Fabric,Blended Fabrics,Europe,John Doe,8/28/2024,898,8.5,7633,PayPal
700,XYZ Apparel,Woolen Fabric,Blended Fabrics,Asia,John Doe,9/13/2024,199,17.49,3480.51,Bank Transfer
701,XYZ Apparel,Denim,Blended Fabrics,Asia,John Doe,9/10/2024,744,21.77,16196.88,Credit Card
702,XYZ Apparel,Woolen Fabric,Blended Fabrics,Asia,Jane Smith,9/4/2024,872,13.85,12077.2,PayPal
703,XYZ Apparel,Silk Fabric,Natural Fibers,North America,John Doe,8/31/2024,273,17.03,4649.19,Bank Transfer
704,ABC Textiles,Cotton Fabric,Natural Fibers,North America,Jane Smith,9/22/2024,987,20.34,20075.58,PayPal
705,XYZ Apparel,Woolen Fabric,Natural Fibers,North America,John Doe,9/3/2024,533,20.08,10702.64,PayPal
706,XYZ Apparel,Silk Fabric,Natural Fibers,North America,Jane Smith,9/6/2024,975,11.58,11290.5,Credit Card
707,XYZ Apparel,Silk Fabric,Blended Fabrics,North America,Mike Johnson,8/24/2024,406,13.45,5460.7,PayPal
708,XYZ Apparel,Cotton Fabric,Natural Fibers,Asia,Mike Johnson,9/10/2024,948,14.4,13651.2,Cash
709,XYZ Apparel,Silk Fabric,Natural Fibers,North America,Mike Johnson,8/30/2024,179,29.31,5246.49,Bank Transfer
710,ABC Textiles,Silk Fabric,Blended Fabrics,Asia,John Doe,9/16/2024,959,23.28,22325.52,Bank Transfer
711,ABC Textiles,Cotton Fabric,Blended Fabrics,Asia,Mike Johnson,9/15/2024,153,12.49,1910.97,Credit Card
712,ABC Textiles,Woolen Fabric,Blended Fabrics,North America,Mike Johnson,9/3/2024,121,22.86,2766.06,Credit Card
713,ABC Textiles,Denim,Blended Fabrics,Asia,John Doe,9/18/2024,972,28.3,27507.6,PayPal
714,XYZ Apparel,Silk Fabric,Natural Fibers,Asia,John Doe,9/10/2024,590,27.22,16059.8,Cash
715,XYZ Apparel,Silk Fabric,Blended Fabrics,Europe,Jane Smith,9/13/2024,272,18.96,5157.12,Credit Card
716,ABC Textiles,Silk Fabric,Natural Fibers,Asia,John Doe,8/30/2024,673,11.95,8042.35,PayPal
717,XYZ Apparel,Denim,Blended Fabrics,North America,Jane Smith,8/29/2024,686,8.97,6153.42,PayPal
718,XYZ Apparel,Woolen Fabric,Blended Fabrics,Asia,Jane Smith,9/7/2024,326,20.24,6598.24,Cash
719,ABC Textiles,Silk Fabric,Blended Fabrics,North America,Mike Johnson,9/12/2024,511,18.41,9407.51,PayPal
720,ABC Textiles,Cotton Fabric,Natural Fibers,Europe,John Doe,9/20/2024,886,18.7,16568.2,Bank Transfer
721,ABC Textiles,Denim,Natural Fibers,Europe,John Doe,9/15/2024,228,10.05,2291.4,Cash
722,ABC Textiles,Denim,Blended Fabrics,North America,John Doe,9/12/2024,328,29.21,9580.88,PayPal
723,XYZ Apparel,Denim,Blended Fabrics,Asia,John Doe,9/5/2024,663,19.55,12961.65,PayPal
724,XYZ Apparel,Silk Fabric,Natural Fibers,Europe,John Doe,8/30/2024,673,5.93,3990.89,PayPal
725,XYZ Apparel,Denim,Natural Fibers,Europe,Jane Smith,9/4/2024,886,10.26,9090.36,Bank Transfer
726,XYZ Apparel,Silk Fabric,Natural Fibers,Europe,Mike Johnson,8/27/2024,263,21.25,5588.75,Bank Transfer
727,ABC Textiles,Denim,Natural Fibers,Europe,Jane Smith,9/8/2024,483,9,4347,Bank Transfer
